NUMERO;PROMEDIO_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_LENGUA_UNO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NAA_SIETE;NOTA_GRAFOS;NOTA_CALIDAD_UNO;NOTA_ERGONOMIA;NOTA_EI_CINCO;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NOTA_LOG_UNO;VECES_LOG_UNO;CREDITOS_LOG_UNO;NOTA_GOPERACIONES;VECES_GOPERACIONES;CREDITOS_GOPERACIONES;NOTA_CALIDAD_DOS;VECES_CALIDAD_DOS;CREDITOS_CALIDAD_DOS;NOTA_GAMBIENTAL;VECES_GAMBIENTAL;CREDITOS_GAMBIENTAL;NOTA_LENGUA_DOS;VECES_LENGUA_DOS;CREDITOS_LENGUA_DOS;NOTA_CONTEXTO;VECES_CONTEXTO;CREDITOS_CONTEXTO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_EI_SIETE;VECES_EI_SIETE;CREDITOS_EI_SIETE;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
610;34.794117647058826;46;39.411764705882355;48.0;36.1764705882353;32.0;39.46666666666667;8;40.0;45.0;41.0;42.0;32.0;3;21;14;7;7;6;1;1;30.5;2;2;31.0;2;3;30.0;1;2;0;0;2;18.0;2;2;36.0;1;1;31.0;1;2;50.0;1;2;2;36.13333333333333
613;35.35294117647059;50;37.529411764705884;50.0;33.294117647058826;25.5;38.86666666666667;8;47.0;41.0;38.0;33.0;39.357142857142854;0;14;14;0;7;7;0;1;37.0;1;2;33.0;1;3;41.0;1;2;0;0;2;42.0;1;2;48.0;1;1;44.0;1;2;38.0;1;2;2;38.625
614;34.88235294117647;40;40.0;46.0;38.23529411764706;36.0;39.333333333333336;8;40.0;42.0;38.0;44.0;39.5;0;14;14;0;7;7;0;1;34.0;1;2;31.0;1;3;44.0;1;2;0;0;2;48.0;1;2;44.0;1;1;41.0;1;2;41.0;1;2;2;36.5
616;32.44117647058823;42;39.88235294117647;50.0;39.64705882352941;35.0;39.13333333333333;8;45.0;43.0;40.0;36.0;38.67857142857143;1;17;14;3;7;6;1;1;37.0;1;2;29.5;2;3;48.0;1;2;0;0;2;45.0;1;2;37.0;1;1;44.0;1;2;34.0;1;2;2;37.375
619;35.64705882352941;43;36.35294117647059;40.0;38.294117647058826;39.0;36.2;8;38.0;39.0;43.0;34.0;38.107142857142854;1;17;14;3;7;7;0;1;40.0;1;2;31.5;2;3;41.0;1;2;0;0;2;40.0;1;2;49.0;1;1;43.0;1;2;31.0;1;2;2;35.5
622;36.0;47;38.588235294117645;50.0;41.529411764705884;31.0;42.86666666666667;8;50.0;44.0;43.0;43.0;41.57142857142857;0;14;14;0;7;7;0;1;39.0;1;2;39.0;1;3;43.0;1;2;0;0;2;45.0;1;2;43.0;1;1;37.0;1;2;47.0;1;2;2;38.9375
624;38.26470588235294;38;40.470588235294116;46.0;41.529411764705884;40.0;44.333333333333336;8;49.0;45.0;40.0;45.0;42.0;0;14;14;0;7;7;0;1;46.0;1;2;36.0;1;3;40.0;1;2;0;0;2;43.0;1;2;44.0;1;1;45.0;1;2;44.0;1;2;3;44.1875
625;28.91176470588235;43;36.029411764705884;50.0;34.8235294117647;30.0;35.666666666666664;8;35.0;36.0;42.0;36.0;37.357142857142854;1;16;14;2;7;6;1;1;29.5;2;2;34.0;1;3;42.0;1;2;0;0;2;41.0;1;2;40.0;1;1;34.0;1;2;44.0;1;2;2;36.9375
626;36.529411764705884;43;38.88235294117647;44.0;39.588235294117645;36.0;40.06666666666667;8;42.0;43.0;37.0;45.0;40.785714285714285;0;14;14;0;7;7;0;1;37.0;1;2;37.0;1;3;47.0;1;2;0;0;2;41.0;1;2;40.0;1;1;39.0;1;2;46.0;1;2;3;40.5
627;37.94117647058823;0;39.411764705882355;47.0;39.11764705882353;46.0;42.6;8;43.0;43.0;44.0;50.0;43.285714285714285;0;14;14;0;7;7;0;1;34.0;1;2;45.0;1;3;48.0;1;2;0;0;2;43.0;1;2;47.0;1;1;48.0;1;2;39.0;1;2;3;40.6875
632;35.35294117647059;46;40.35294117647059;47.0;39.1764705882353;39.0;36.8;8;38.0;39.0;40.0;32.0;38.214285714285715;0;14;14;0;7;7;0;1;35.0;1;2;30.0;1;3;44.0;1;2;0;0;2;41.0;1;2;37.0;1;1;41.0;1;2;43.0;1;2;2;39.5
635;30.41176470588235;0;34.588235294117645;37.0;38.1764705882353;24.0;41.8;8;44.0;35.0;43.0;43.0;40.5;0;14;14;0;7;7;0;1;40.0;1;2;41.0;1;3;42.0;1;2;0;0;2;44.0;1;2;42.0;1;1;36.0;1;2;39.0;1;2;2;37.71875
636;30.133333333333333;0;32.05882352941177;37.5;32.833333333333336;32.0;28.88888888888889;3;36.0;36.0;0.0;0.0;19.0;1;4;2;2;1;0;1;2;28.5;2;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;18.666666666666668
637;36.23529411764706;42;36.1764705882353;50.0;40.64705882352941;36.0;38.13333333333333;8;44.0;38.0;41.0;47.0;36.785714285714285;0;14;14;0;7;7;0;1;32.0;1;2;30.0;1;3;44.0;1;2;0;0;2;44.0;1;2;43.0;1;1;41.0;1;2;30.0;1;2;2;35.6875
639;35.3235294117647;43;37.088235294117645;30.0;39.588235294117645;33.0;41.06666666666667;8;41.0;40.0;42.0;48.0;39.42857142857143;0;14;14;0;7;7;0;1;31.0;1;2;30.0;1;3;46.0;1;2;0;0;2;40.0;1;2;42.0;1;1;50.0;1;2;43.0;1;2;2;34.5625
641;38.588235294117645;0;40.94117647058823;46.0;39.23529411764706;34.0;44.13333333333333;8;45.0;41.0;40.0;44.0;41.642857142857146;0;14;14;0;7;7;0;1;40.0;1;2;34.0;1;3;45.0;1;2;0;0;2;48.0;1;2;43.0;1;1;42.0;1;2;44.0;1;2;3;40.6875
642;36.0;40;37.8235294117647;46.0;38.35294117647059;30.0;39.6;8;41.0;44.0;42.0;31.0;41.857142857142854;0;14;14;0;7;7;0;1;30.0;1;2;40.0;1;3;45.0;1;2;0;0;2;42.0;1;2;44.0;1;1;50.0;1;2;44.0;1;2;3;42.4375
643;33.6764705882353;49;37.470588235294116;44.0;35.38235294117647;30.0;39.333333333333336;8;39.0;42.0;44.0;32.0;39.92857142857143;0;14;14;0;7;7;0;1;30.0;1;2;43.0;1;3;43.0;1;2;0;0;2;42.0;1;2;44.0;1;1;32.0;1;2;46.0;1;2;3;40.25
645;33.64705882352941;38;33.23529411764706;37.0;35.88235294117647;34.0;37.333333333333336;8;38.0;30.0;40.0;41.0;35.714285714285715;0;14;14;0;7;7;0;1;34.0;1;2;30.0;1;3;45.0;1;2;0;0;2;33.0;1;2;36.0;1;1;34.0;1;2;41.0;1;2;2;35.0
646;36.35294117647059;41;35.35294117647059;48.0;39.529411764705884;37.0;37.86666666666667;8;42.0;39.0;37.0;37.0;42.07142857142857;0;14;14;0;7;7;0;1;34.0;1;2;45.0;1;3;45.0;1;2;0;0;2;47.0;1;2;40.0;1;1;40.0;1;2;41.0;1;2;2;38.9375
647;33.088235294117645;20;36.3235294117647;48.0;33.94117647058823;26.5;38.266666666666666;8;40.0;38.0;41.0;38.0;36.285714285714285;2;22;14;8;7;5;2;1;26.5;2;2;28.0;3;3;42.0;1;2;0;0;2;38.0;1;2;43.0;1;1;43.0;1;2;41.0;1;2;1;28.020833333333336
648;36.294117647058826;43;40.411764705882355;46.0;40.05882352941177;43.0;41.06666666666667;8;41.0;48.0;43.0;42.0;42.92857142857143;0;14;14;0;7;7;0;1;47.0;1;2;40.0;1;3;47.0;1;2;0;0;2;43.0;1;2;43.0;1;1;42.0;1;2;40.0;1;2;3;41.0
650;33.85294117647059;48;34.1764705882353;41.0;39.294117647058826;38.0;41.06666666666667;8;38.0;46.0;37.0;45.0;39.57142857142857;0;14;14;0;7;7;0;1;34.0;1;2;43.0;1;3;46.0;1;2;0;0;2;42.0;1;2;41.0;1;1;37.0;1;2;33.0;1;2;2;38.47916666666667
651;35.3235294117647;50;31.470588235294116;39.0;35.55882352941177;30.0;37.333333333333336;8;35.0;40.0;43.0;37.0;34.67857142857143;1;17;14;3;7;7;0;1;34.0;1;2;33.5;2;3;42.0;1;2;0;0;2;38.0;1;2;33.0;1;1;30.0;1;2;32.0;1;2;2;36.60416666666667
652;35.3235294117647;50;40.294117647058826;44.0;38.8235294117647;36.0;39.2;8;41.0;43.0;41.0;37.0;42.92857142857143;0;14;14;0;7;7;0;1;43.0;1;2;48.0;1;3;44.0;1;2;0;0;2;38.0;1;2;43.0;1;1;38.0;1;2;44.0;1;2;3;42.0
660;28.058823529411764;0;30.444444444444443;42.0;22.0;0.0;0.0;0;0.0;0.0;0.0;0.0;27.333333333333332;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
661;33.94117647058823;38;37.205882352941174;40.0;38.64705882352941;31.0;36.86666666666667;8;40.0;34.0;37.0;37.0;35.214285714285715;1;16;14;2;7;6;1;1;20.5;2;2;30.0;1;3;41.0;1;2;0;0;2;39.0;1;2;44.0;1;1;40.0;1;2;39.0;1;2;2;38.4375
662;30.176470588235293;0;35.470588235294116;35.5;34.588235294117645;30.5;36.46666666666667;8;36.0;38.0;45.0;34.0;39.785714285714285;0;14;14;0;7;7;0;1;32.0;1;2;41.0;1;3;49.0;1;2;0;0;2;39.0;1;2;30.0;1;1;36.0;1;2;46.0;1;2;2;34.25
664;41.76470588235294;0;42.35294117647059;47.0;41.23529411764706;38.0;43.6;8;45.0;42.0;40.0;44.0;40.57142857142857;0;14;14;0;7;7;0;1;41.0;1;2;34.0;1;3;43.0;1;2;0;0;2;47.0;1;2;40.0;1;1;42.0;1;2;40.0;1;2;3;41.5
666;36.94117647058823;32;36.6764705882353;37.0;36.529411764705884;34.0;41.0;8;47.0;45.0;39.0;40.0;35.57142857142857;1;16;14;2;7;6;1;1;31.0;1;2;32.0;1;3;44.0;1;2;0;0;2;36.0;1;2;44.0;1;1;28.0;2;2;40.0;1;2;2;35.8125
667;36.705882352941174;48;35.23529411764706;38.0;35.11764705882353;31.0;37.733333333333334;8;40.0;39.0;38.0;43.0;36.5;0;14;14;0;7;7;0;1;30.0;1;2;34.0;1;3;40.0;1;2;0;0;2;42.0;1;2;37.0;1;1;39.0;1;2;35.0;1;2;2;35.5
668;34.607843137254896;48;35.38235294117647;46.0;35.76470588235294;31.0;35.8;6;47.0;34.0;38.0;30.0;37.285714285714285;0;14;14;0;7;7;0;1;33.0;1;2;31.0;1;3;41.0;1;2;0;0;2;38.0;1;2;37.0;1;1;43.0;1;2;41.0;1;2;2;32.25
670;35.23529411764706;45;39.294117647058826;45.0;36.411764705882355;36.0;38.0;8;40.0;36.0;44.0;39.0;37.464285714285715;1;17;14;3;7;7;0;1;32.0;1;2;30.5;2;3;41.0;1;2;0;0;2;46.0;1;2;43.0;1;1;38.0;1;2;38.0;1;2;2;37.4375
671;27.1;0;30.264705882352942;47.0;31.38235294117647;24.5;30.733333333333334;6;34.0;36.0;30.0;16.0;29.11111111111111;2;20;14;6;4;3;1;2;28.0;3;2;31.0;1;3;0.0;2;2;0;0;2;38.0;1;2;37.0;1;1;0.0;1;2;0.0;1;2;1;29.688888888888886
672;33.48039215686275;49;34.35294117647059;46.0;33.88235294117647;37.0;35.266666666666666;8;35.0;30.0;44.0;31.0;35.607142857142854;1;17;14;3;7;6;1;1;33.0;1;2;25.5;2;3;38.0;1;2;0;0;2;41.0;1;2;42.0;1;1;32.0;1;2;46.0;1;2;2;35.375
677;35.73529411764706;41;38.0;41.0;37.64705882352941;33.0;37.13333333333333;8;40.0;34.0;38.0;43.0;37.214285714285715;0;14;14;0;7;7;0;1;35.0;1;2;33.0;1;3;41.0;1;2;0;0;2;38.0;1;2;42.0;1;1;39.0;1;2;37.0;1;2;2;37.0
680;35.73529411764706;34;40.8235294117647;45.0;39.64705882352941;40.0;41.13333333333333;8;49.0;36.0;42.0;37.0;38.607142857142854;1;17;14;3;7;7;0;1;36.0;1;2;33.5;2;3;41.0;1;2;0;0;2;37.0;1;2;44.0;1;1;40.0;1;2;44.0;1;2;3;40.6875
683;36.88235294117647;40;36.705882352941174;50.0;34.88235294117647;35.0;35.733333333333334;7;42.0;33.0;40.0;34.0;30.0;2;19;14;5;7;4;3;1;22.0;2;2;29.0;2;3;38.0;1;2;0;0;2;42.0;1;2;31.0;1;1;44.0;1;2;5.0;1;2;2;34.0
684;39.875;33;35.285714285714285;0.0;33.1875;40.0;31.2;5;30.0;35.0;39.0;0.0;25.65;1;12;9;3;4;3;1;2;30.0;1;2;23.5;2;3;32.0;1;2;31;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.285714285714285
685;35.8235294117647;0;37.88235294117647;40.0;37.94117647058823;40.0;40.2;8;32.0;44.0;48.0;40.0;36.642857142857146;2;22;14;8;7;5;2;1;25.0;2;2;27.333333333333332;3;3;41.0;1;2;0;0;2;43.0;1;2;47.0;1;1;39.0;1;2;44.0;1;2;2;39.46875
686;35.588235294117645;50;38.64705882352941;45.0;39.23529411764706;39.0;40.2;8;45.0;40.0;37.0;39.0;39.357142857142854;1;16;14;2;7;6;1;1;29.5;2;2;31.0;1;3;42.0;1;2;0;0;2;44.0;1;2;47.0;1;1;44.0;1;2;46.0;1;2;2;37.9375
689;36.11764705882353;0;36.76470588235294;50.0;38.411764705882355;39.0;39.266666666666666;8;49.0;43.0;42.0;39.0;38.642857142857146;1;17;14;3;7;7;0;1;36.0;1;2;36.0;2;3;42.0;1;2;0;0;2;48.0;1;2;43.0;1;1;30.0;1;2;39.0;1;2;2;39.9375
691;40.1764705882353;42;38.64705882352941;48.0;41.05882352941177;41.0;40.86666666666667;8;34.0;45.0;43.0;37.0;42.142857142857146;0;14;14;0;7;7;0;1;30.0;1;2;46.0;1;3;44.0;1;2;0;0;2;46.0;1;2;46.0;1;1;46.0;1;2;37.0;1;2;2;38.0
693;40.529411764705884;50;38.64705882352941;47.0;39.411764705882355;35.0;41.6;8;42.0;44.0;44.0;39.0;37.82142857142857;1;17;14;3;7;6;1;1;32.0;1;2;29.5;2;3;49.0;1;2;0;0;2;43.0;1;2;43.0;1;1;40.0;1;2;35.0;1;2;2;38.5
694;35.5;44;38.88235294117647;47.0;41.529411764705884;43.0;42.06666666666667;8;49.0;42.0;44.0;40.0;38.535714285714285;1;17;14;3;7;7;0;1;33.0;1;2;30.5;2;3;45.0;1;2;0;0;2;41.0;1;2;46.0;1;1;40.0;1;2;42.0;1;2;3;40.75
696;33.35294117647059;0;35.26470588235294;42.0;35.88235294117647;27.5;38.666666666666664;8;38.0;45.0;44.0;40.0;38.642857142857146;1;16;14;2;7;7;0;1;32.0;2;2;33.0;1;3;45.0;1;2;0;0;2;39.0;1;2;44.0;1;1;39.0;1;2;44.0;1;2;2;37.125
697;37.0;45;40.05882352941177;43.0;38.35294117647059;38.0;40.333333333333336;8;49.0;40.0;44.0;40.0;42.5;0;14;14;0;7;7;0;1;34.0;1;2;41.0;1;3;46.0;1;2;0;0;2;46.0;1;2;44.0;1;1;38.0;1;2;50.0;1;2;3;40.77083333333333
698;37.1764705882353;44;37.35294117647059;45.0;40.0;40.0;37.93333333333333;8;34.0;42.0;41.0;33.0;40.857142857142854;1;16;14;2;7;7;0;1;32.0;2;2;35.0;1;3;45.0;1;2;0;0;2;43.0;1;2;47.0;1;1;45.0;1;2;45.0;1;2;2;36.375
699;35.0;48;40.294117647058826;42.0;42.470588235294116;37.0;39.86666666666667;8;50.0;30.0;44.0;38.0;40.142857142857146;0;14;14;0;7;7;0;1;35.0;1;2;33.0;1;3;46.0;1;2;0;0;2;42.0;1;2;43.0;1;1;37.0;1;2;50.0;1;2;2;37.4375
700;37.5;0;36.88235294117647;50.0;36.5;28.0;24.666666666666668;1;0.0;37.0;0.0;0.0;33.333333333333336;0;2;2;0;1;1;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;50.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
701;38.529411764705884;43;37.529411764705884;42.0;40.64705882352941;42.0;37.53333333333333;8;41.0;34.0;42.0;41.0;40.964285714285715;1;17;14;3;7;7;0;1;37.0;1;2;34.5;2;3;45.0;1;2;0;0;2;47.0;1;2;46.0;1;1;41.0;1;2;42.0;1;2;2;38.6875
703;34.94117647058823;50;38.76470588235294;44.0;40.11764705882353;47.0;43.666666666666664;8;48.0;42.0;45.0;45.0;40.0;0;14;14;0;7;7;0;1;31.0;1;2;33.0;1;3;49.0;1;2;0;0;2;42.0;1;2;43.0;1;1;49.0;1;2;38.0;1;2;3;40.8125
704;39.529411764705884;50;37.94117647058823;39.0;37.11764705882353;42.0;38.46666666666667;8;50.0;42.0;37.0;37.0;37.714285714285715;0;14;14;0;7;7;0;1;35.0;1;2;31.0;1;3;43.0;1;2;0;0;2;38.0;1;2;45.0;1;1;33.0;1;2;46.0;1;2;2;39.72916666666667
706;35.37254901960784;43;33.1764705882353;40.0;36.411764705882355;34.0;38.266666666666666;7;44.0;37.0;41.0;31.0;37.357142857142854;1;16;14;2;7;7;0;1;32.5;2;2;33.0;1;3;44.0;1;2;0;0;2;38.0;1;2;35.0;1;1;45.0;1;2;35.0;1;2;2;38.75
707;31.147058823529413;43;35.46078431372549;40.0;34.76470588235294;34.0;36.93333333333333;8;39.0;38.0;31.0;30.0;39.57142857142857;1;16;14;2;7;6;1;1;27.5;2;2;39.0;1;3;39.0;1;2;0;0;2;44.0;1;2;40.0;1;1;42.0;1;2;46.0;1;2;1;28.88888888888889
708;35.55882352941177;0;34.76470588235294;37.0;32.24509803921569;27.5;38.06666666666667;8;39.0;38.0;40.0;39.0;35.142857142857146;0;14;14;0;7;7;0;1;32.0;1;2;33.0;1;3;41.0;1;2;0;0;2;32.0;1;2;49.0;1;1;35.0;1;2;32.0;1;2;2;36.375
710;42.529411764705884;50;42.94117647058823;47.0;43.1764705882353;42.0;41.733333333333334;8;50.0;43.0;43.0;38.0;41.42857142857143;0;14;14;0;7;7;0;1;31.0;1;2;41.0;1;3;48.0;1;2;0;0;2;46.0;1;2;43.0;1;1;43.0;1;2;39.0;1;2;3;41.1875
711;32.19607843137254;38;38.11764705882353;39.0;35.26470588235294;30.0;38.2;8;40.0;39.0;41.0;39.0;39.42857142857143;0;14;14;0;7;7;0;1;40.0;1;2;37.0;1;3;50.0;1;2;0;0;2;39.0;1;2;39.0;1;1;36.0;1;2;36.0;1;2;3;41.3125
714;31.294117647058822;44;35.3235294117647;44.0;34.843137254901954;33.0;35.0;7;41.0;34.0;38.0;43.0;37.0;1;16;14;2;7;6;1;1;28.5;2;2;40.0;1;3;40.0;1;2;0;0;2;39.0;1;2;37.0;1;1;35.0;1;2;38.0;1;2;2;36.13333333333333
715;36.1764705882353;46;39.529411764705884;50.0;39.94117647058823;38.0;40.93333333333333;8;50.0;47.0;40.0;38.0;41.714285714285715;0;14;14;0;7;7;0;1;30.0;1;2;34.0;1;3;49.0;1;2;0;0;2;49.0;1;2;44.0;1;1;43.0;1;2;48.0;1;2;2;39.0625
717;34.8235294117647;45;40.1764705882353;44.0;37.705882352941174;35.0;41.53333333333333;8;40.0;47.0;44.0;46.0;43.0;0;14;14;0;7;7;0;1;39.0;1;2;41.0;1;3;46.0;1;2;0;0;2;44.0;1;2;45.0;1;1;45.0;1;2;43.0;1;2;3;40.125
718;44.11764705882353;44;42.411764705882355;50.0;39.35294117647059;39.0;40.46666666666667;8;40.0;41.0;45.0;41.0;43.714285714285715;0;14;14;0;7;7;0;1;39.0;1;2;41.0;1;3;46.0;1;2;0;0;2;48.0;1;2;47.0;1;1;43.0;1;2;45.0;1;2;2;38.4375
719;32.294117647058826;42;28.8;34.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;24.666666666666668;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;37.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
722;37.705882352941174;44;39.529411764705884;50.0;38.705882352941174;35.0;42.8;8;47.0;44.0;36.0;42.0;40.5;0;14;14;0;7;7;0;1;41.0;1;2;33.0;1;3;46.0;1;2;0;0;2;47.0;1;2;44.0;1;1;38.0;1;2;40.0;1;2;2;39.125
723;38.411764705882355;0;39.705882352941174;48.0;38.588235294117645;38.0;40.13333333333333;8;49.0;42.0;43.0;35.0;37.392857142857146;2;19;14;5;7;7;0;1;30.0;2;2;30.5;2;3;45.0;1;2;0;0;2;48.0;1;2;36.0;1;1;36.0;1;2;39.0;1;2;2;33.375
726;37.588235294117645;50;41.470588235294116;46.0;41.588235294117645;41.0;43.6;8;50.0;46.0;45.0;38.0;42.07142857142857;0;14;14;0;7;7;0;1;36.0;1;2;41.0;1;3;46.0;1;2;0;0;2;44.0;1;2;44.0;1;1;44.0;1;2;41.0;1;2;3;44.0625
727;34.11764705882353;43;38.76470588235294;40.0;35.411764705882355;36.0;39.53333333333333;8;46.0;41.0;42.0;42.0;35.42857142857143;0;14;14;0;7;7;0;1;30.0;1;2;32.0;1;3;37.0;1;2;0;0;2;39.0;1;2;44.0;1;1;35.0;1;2;37.0;1;2;2;37.0
728;36.0;44;39.23529411764706;43.0;39.529411764705884;34.0;42.0;8;50.0;46.0;44.0;39.0;43.92857142857143;0;14;14;0;7;7;0;1;38.0;1;2;50.0;1;3;46.0;1;2;0;0;2;44.0;1;2;43.0;1;1;44.0;1;2;39.0;1;2;2;39.4375
729;36.88235294117647;48;38.88235294117647;41.0;36.88235294117647;41.0;43.0;8;49.0;46.0;44.0;44.0;37.785714285714285;1;16;14;2;7;7;0;1;35.5;2;2;30.0;1;3;48.0;1;2;0;0;2;41.0;1;2;44.0;1;1;38.0;1;2;35.0;1;2;2;39.9375
730;34.35294117647059;50;40.588235294117645;46.0;37.11764705882353;41.0;42.86666666666667;8;47.0;46.0;43.0;42.0;41.214285714285715;0;14;14;0;7;7;0;1;34.0;1;2;43.0;1;3;42.0;1;2;0;0;2;37.0;1;2;40.0;1;1;44.0;1;2;47.0;1;2;2;39.75
731;32.911764705882355;43;35.94117647058823;42.0;37.64705882352941;37.0;39.53333333333333;8;45.0;44.0;41.0;41.0;39.142857142857146;0;14;14;0;7;7;0;1;31.0;1;2;42.0;1;3;44.0;1;2;0;0;2;39.0;1;2;48.0;1;1;36.0;1;2;37.0;1;2;2;39.8125
732;34.088235294117645;36;36.1764705882353;50.0;35.411764705882355;34.0;41.53333333333333;8;43.0;41.0;41.0;38.0;36.714285714285715;1;17;14;3;7;7;0;1;35.0;1;2;34.0;2;3;40.0;1;2;0;0;2;39.0;1;2;44.0;1;1;37.0;1;2;33.0;1;2;3;41.16666666666667
735;37.294117647058826;0;36.470588235294116;37.0;33.88235294117647;40.0;38.2;8;49.0;34.0;37.0;38.0;31.76923076923077;2;16;12;4;6;4;2;1;29.5;2;2;43.0;1;3;30.0;1;2;0;0;2;40.0;1;2;35.0;1;1;25.0;2;2;0.0;0;2;2;30.733333333333334
738;37.23529411764706;37;38.88235294117647;44.0;39.470588235294116;42.0;42.06666666666667;8;43.0;43.0;47.0;45.0;40.714285714285715;0;14;14;0;7;7;0;1;38.0;1;2;33.0;1;3;44.0;1;2;0;0;2;48.0;1;2;43.0;1;1;46.0;1;2;38.0;1;2;3;43.3125
739;42.0;50;40.588235294117645;46.0;43.1764705882353;38.0;44.8;8;50.0;50.0;42.0;44.0;43.785714285714285;0;14;14;0;7;7;0;1;38.0;1;2;41.0;1;3;48.0;1;2;0;0;2;44.0;1;2;50.0;1;1;44.0;1;2;46.0;1;2;3;40.8125
740;35.88235294117647;47;40.1764705882353;50.0;38.470588235294116;34.0;38.06666666666667;8;50.0;37.0;41.0;37.0;37.92857142857143;1;17;14;3;7;7;0;1;35.0;1;2;35.0;2;3;44.0;1;2;0;0;2;46.0;1;2;32.0;1;1;33.0;1;2;39.0;1;2;2;39.1875
741;35.1764705882353;37;40.35294117647059;42.0;37.64705882352941;37.0;39.0;8;47.0;44.0;37.0;45.0;39.714285714285715;0;14;14;0;7;7;0;1;37.0;1;2;32.0;1;3;46.0;1;2;0;0;2;41.0;1;2;48.0;1;1;44.0;1;2;38.0;1;2;3;40.75
742;36.23529411764706;43;41.94117647058823;50.0;36.35294117647059;38.0;37.86666666666667;8;47.0;40.0;42.0;39.0;43.0;0;14;14;0;7;7;0;1;40.0;1;2;47.0;1;3;41.0;1;2;0;0;2;50.0;1;2;43.0;1;1;39.0;1;2;39.0;1;2;3;40.0
743;38.64705882352941;50;42.0;44.0;42.0;43.0;43.4;8;43.0;46.0;42.0;47.0;40.785714285714285;0;14;14;0;7;7;0;1;38.0;1;2;38.0;1;3;47.0;1;2;0;0;2;45.0;1;2;43.0;1;1;42.0;1;2;35.0;1;2;3;40.0625
744;33.55882352941177;0;38.88235294117647;40.0;37.294117647058826;32.0;38.93333333333333;8;33.0;38.0;38.0;37.0;39.857142857142854;1;16;14;2;7;7;0;1;30.5;2;2;48.0;1;3;41.0;1;2;0;0;2;42.0;1;2;35.0;1;1;38.0;1;2;38.0;1;2;2;39.25
746;34.1764705882353;40;36.23529411764706;41.0;34.529411764705884;29.0;41.666666666666664;8;50.0;36.0;44.0;46.0;39.285714285714285;0;14;14;0;7;7;0;1;34.0;1;2;35.0;1;3;41.0;1;2;0;0;2;41.0;1;2;43.0;1;1;42.0;1;2;43.0;1;2;2;37.14583333333333
747;38.411764705882355;44;39.1764705882353;40.0;36.588235294117645;29.0;39.8;8;42.0;37.0;42.0;40.0;39.57142857142857;0;14;14;0;7;7;0;1;36.0;1;2;50.0;1;3;40.0;1;2;0;0;2;38.0;1;2;44.0;1;1;30.0;1;2;36.0;1;2;2;37.3125
750;38.88235294117647;50;40.23529411764706;46.0;41.1764705882353;45.0;41.6;8;50.0;41.0;43.0;44.0;40.5;0;14;14;0;7;7;0;1;36.0;1;2;40.0;1;3;45.0;1;2;0;0;2;44.0;1;2;37.0;1;1;43.0;1;2;37.0;1;2;3;41.75
751;39.705882352941174;42;39.94117647058823;40.0;42.76470588235294;45.0;41.2;8;50.0;45.0;42.0;44.0;39.142857142857146;0;14;14;0;7;7;0;1;38.0;1;2;32.0;1;3;43.0;1;2;0;0;2;46.0;1;2;30.0;1;1;43.0;1;2;41.0;1;2;2;37.8125
753;33.1764705882353;40;37.94117647058823;50.0;38.411764705882355;38.0;41.53333333333333;8;43.0;47.0;43.0;44.0;40.57142857142857;0;14;14;0;7;7;0;1;32.0;1;2;37.0;1;3;44.0;1;2;0;0;2;48.0;1;2;37.0;1;1;47.0;1;2;39.0;1;2;3;41.625
754;36.588235294117645;50;37.470588235294116;43.0;38.1764705882353;41.0;41.13333333333333;8;48.0;44.0;37.0;41.0;38.607142857142854;1;17;14;3;7;6;1;1;31.0;1;2;28.5;2;3;48.0;1;2;0;0;2;43.0;1;2;43.0;1;1;44.0;1;2;40.0;1;2;3;41.9375
758;36.588235294117645;42;36.44117647058823;45.0;35.64705882352941;34.0;40.6;8;40.0;39.0;45.0;44.0;37.214285714285715;0;14;14;0;7;7;0;1;30.0;1;2;35.0;1;3;47.0;1;2;0;0;2;43.0;1;2;30.0;1;1;41.0;1;2;32.0;1;2;2;39.4375
